kind	byte_status	source_entry	source_class	source_observation	source_delta	source_shape	target_entry	target_class	semantic_gap_class	span_len	known_footprint_len	known_footprint_source	unresolved_tail_len	static_ip_advance_site	top_prefix_variants	top_tail_variants	tail_u16_candidates	events	unique_start_ips	unique_end_ips	byte_variants	terminal_blocks	terminal_events	top_targets	terminal_target_entries	top_deltas	byte_layout	top_byte_variants	source_state_ir	source_dispatch_ir	source_ip_ir	source_long_ir	source_sampled_ir
hidden_span	hidden_span_of_14	356	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	165	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		922c0359ed2f:2:6eca24008000a00f4b00;28ce00357c26:1:d2fd310080006c510700;0d88fedd8759:1:b43f330080000fd54800;cdf1029cb3a8:1:d8223700800030ff0100;515c33d5337a:1:faae17008000b6290700;6253c0c162c1:1:5d6112008000f0590300	e9e51cfc7d31:6:a500e801;2c3b78dca0ce:1:e801a500	6:+0x0:165*;1:+0x2:165*	7	6	6	6	6	7	165:7	356:7	+0xe:7	b0=enum3(0x6e:2,0xd2:1,0xb4:1);b1=enum3(0xca:2,0xfd:1,0x3f:1);b2=enum3(0x24:2,0x31:1,0x33:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0xa0:2,0x6c:1,0x0f:1);b7=enum3(0x0f:2,0x51:1,0xd5:1);b8=enum3(0x4b:2,0x07:2,0x48:1);b9=0x00;b10=enum2(0xa5:6,0xe8:1);b11=enum2(0x00:6,0x01:1);b12=enum2(0xe8:6,0xa5:1);b13=enum2(0x01:6,0x00:1)	c07fcce2f493:2:6eca24008000a00f4b00a500e801;4603d6c531fa:1:d2fd310080006c510700a500e801;123f55c516df:1:b43f330080000fd54800a500e801;1969b7efe003:1:d8223700800030ff0100a500e801;79e787754349:1:faae17008000b6290700e801a500;0ad5b4dc0fb2:1:5d6112008000f0590300a500e801	0xc2a0d: state xor= state0 ^ flags0	116=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	116=0x5		
hidden_span	hidden_span_of_22	316	sampled_only	sampled_backedge	-0x3c4	sampled	258	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		d41b9f4afeb5:7:a5000000300000003d0122	d70750d586f5:7:7def13006b589d013d0180	7:+0x2:19,+0x8:317	7	1	1	1	0	0	258:7		+0x16:7	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x7d;b12=0xef;b13=0x13;b14=0x00;b15=0x6b;...6 omitted	a91defb4adb8:7:a5000000300000003d01227def13006b589d013d0180				255=next = table[165], ip -= 0x3c4 | 91=next = table[171], ip += 0x2d	
hidden_span	hidden_span_of_17	334	sampled_only	sampled_long_or_sparse	+0x2a5	sampled	91	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		09e21213efd4:4:a5000000880200003d0100;a14328aebaaa:3:620100008b0200003d0100	50b288582c39:4:c3c9183aa80d;456dda6b1867:3:e3ca0e017a44	3:+0x2:270	7	2	2	2	0	0	91:7		+0x11:7	b0=enum2(0xa5:4,0x62:3);b1=enum2(0x00:4,0x01:3);b2=0x00;b3=0x00;b4=enum2(0x88:4,0x8b:3);b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=enum2(0xc3:4,0xe3:3);b12=enum2(0xc9:4,0xca:3);b13=enum2(0x18:4,0x0e:3);b14=enum2(0x3a:4,0x01:3);b15=enum2(0xa8:4,0x7a:3);...1 omitted	4afae4e341ec:4:a5000000880200003d0100c3c9183aa80d;208eec780489:3:620100008b0200003d0100e3ca0e017a44				25=next = table[354], ip += 0x2a5 | 1=next = table[165], ip += 0x238	
hidden_span	hidden_span_of_22	75	sampled_only	sampled_backedge	-0x6d	sampled	114	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		d41b9f4afeb5:7:a5000000300000003d0122	5bfe5fe50bad:7:f8e6809d018cc13d011300	7:+0x7:317,+0x9:19	7	1	1	1	0	0	114:7		+0x16:7	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0xf8;b12=0xe6;b13=0x80;b14=0x9d;b15=0x01;...6 omitted	29c6932f9472:7:a5000000300000003d0122f8e6809d018cc13d011300				255=next = table[171], ip -= 0x6d | 9=next = table[165], ip += 0x60	
hidden_span	hidden_span_of_17	321	affine_dispatch_fallback	exact	+0xd	EEEEEEEEEECCC	354	static_validated	known_prefix_plus_tail	0x11	0xd	exact_shape	0x4		cf8eb24ed973:4:c1ae1489fb6f79a2a036008000;b5f4088bea23:1:8da7bd9ff7b97a1b630d008000;3cb42b52e396:1:7ada8fde2ec873b7f231008000	b12ac48450d5:6:e8016201	6:+0x2:354*	6	3	3	3	3	6	354:6	321:6	+0x11:6	b0=enum3(0xc1:4,0x8d:1,0x7a:1);b1=enum3(0xae:4,0xa7:1,0xda:1);b2=enum3(0x14:4,0xbd:1,0x8f:1);b3=enum3(0x89:4,0x9f:1,0xde:1);b4=enum3(0xfb:4,0xf7:1,0x2e:1);b5=enum3(0x6f:4,0xb9:1,0xc8:1);b6=enum3(0x79:4,0x7a:1,0x73:1);b7=enum3(0xa2:4,0x1b:1,0xb7:1);b8=enum3(0xa0:4,0x63:1,0xf2:1);b9=enum3(0x36:4,0x0d:1,0x31:1);b10=0x00;b11=0x80;b12=0x00;b13=0xe8;b14=0x01;b15=0x62;...1 omitted	5a245a4ea890:4:c1ae1489fb6f79a2a036008000e8016201;204e376ecd89:1:8da7bd9ff7b97a1b630d008000e8016201;8bcedeab92d5:1:7ada8fde2ec873b7f231008000e8016201	0xbb447: state add= state0 + u16_0 ^ flags0 | 0xbb54f: state or= state0 + u16_0 ^ flags0 | 0x2d680d90 | 0xbb593: state add= state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 | 0...	19=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	19=0x4		
hidden_span	hidden_span_of_17	69	partial	exact	+0xd	CCCCCCCCCCCCC	354	static_validated	known_prefix_plus_tail	0x11	0xd	exact_shape	0x4		d6eef7954f22:4:5b61e70803d91ed2a633008000;1d0718c4cf44:1:c4b49396790f443faf0d008000;05a08f58b89e:1:fa66421da93f42dd1f37008000	b12ac48450d5:6:e8016201	6:+0x2:354*	6	3	3	3	3	6	354:6	69:6	+0x11:6	b0=enum3(0x5b:4,0xc4:1,0xfa:1);b1=enum3(0x61:4,0xb4:1,0x66:1);b2=enum3(0xe7:4,0x93:1,0x42:1);b3=enum3(0x08:4,0x96:1,0x1d:1);b4=enum3(0x03:4,0x79:1,0xa9:1);b5=enum3(0xd9:4,0x0f:1,0x3f:1);b6=enum3(0x1e:4,0x44:1,0x42:1);b7=enum3(0xd2:4,0x3f:1,0xdd:1);b8=enum3(0xa6:4,0xaf:1,0x1f:1);b9=enum3(0x33:4,0x0d:1,0x37:1);b10=0x00;b11=0x80;b12=0x00;b13=0xe8;b14=0x01;b15=0x62;...1 omitted	20eec66f4866:4:5b61e70803d91ed2a633008000e8016201;859e505744a7:1:c4b49396790f443faf0d008000e8016201;3059440f108e:1:fa66421da93f42dd1f37008000e8016201	0x86154: state xor= state0 ^ flags0 | 0x86221: state xor= state0 ^ flags0 ^ flags0 | 0x86572: state sub= state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0...				
target_footprint	target_footprint_of_6	299	sampled_operand_lifted	sampled_backedge	-0x7fe6	sampled			operand_footprint_only	0x6	0x6	sampled_operand	0x0		9a7ac61bcff4:2:533f06008000;72ac70b326b4:1:3d4b07008000;429ca6408ec1:1:924d07008000;87fb31f0f621:1:eb1303008000;e598192f237c:1:09d402008000	:6:		6	5	5	5	5	6		299:6	+0x6:6	b0=enum3(0x53:2,0x3d:1,0x92:1);b1=enum3(0x3f:2,0x4b:1,0x4d:1);b2=enum3(0x06:2,0x07:2,0x03:1);b3=0x00;b4=0x80;b5=0x00	9a7ac61bcff4:2:533f06008000;72ac70b326b4:1:3d4b07008000;429ca6408ec1:1:924d07008000;87fb31f0f621:1:eb1303008000;e598192f237c:1:09d402008000	0xb6c4c: state and= state0 & 0x2b7e7713 | 0xb6d5b: state and= state0 & 0x2b7e7713 & 0x515f6307 | 0xb6e44: state sub= state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e77...				1=sampled operand footprint 0x6, observed target table[169], delta -0x7fe6 | 1=sampled operand footprint 0x6, observed target table[310], delta -0xcf8b
hidden_span	hidden_span_of_17	75	sampled_only	sampled_backedge	-0x6d	sampled	180	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		7d471ea740af:3:a50000008b0200003d0100;232fbb322d38:1:a5000000da0200003d0122;eb20b950deb9:1:62010000e00c00003d0122	58ae88871c77:3:22ec885d1dfe;2dcb4d18a7fd:1:62639ffa4247;8e3aeb689ff9:1:a6a5889210c9		5	3	3	3	2	2	180:5	75:2	+0x11:5	b0=enum2(0xa5:4,0x62:1);b1=enum2(0x00:4,0x01:1);b2=0x00;b3=0x00;b4=enum3(0x8b:3,0xda:1,0xe0:1);b5=enum2(0x02:4,0x0c:1);b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=enum2(0x00:3,0x22:2);b11=enum3(0x22:3,0x62:1,0xa6:1);b12=enum3(0xec:3,0x63:1,0xa5:1);b13=enum2(0x88:4,0x9f:1);b14=enum3(0x5d:3,0xfa:1,0x92:1);b15=enum3(0x1d:3,0x42:1,0x10:1);...1 omitted	7a95f2cfbf87:3:a50000008b0200003d010022ec885d1dfe;3315168038f6:1:a5000000da0200003d012262639ffa4247;056b7c6bced6:1:62010000e00c00003d0122a6a5889210c9				255=next = table[171], ip -= 0x6d | 9=next = table[165], ip += 0x60	
hidden_span	hidden_span_of_17	246	sampled_only	sampled_long_or_sparse	+0x78	sampled	183	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		09e21213efd4:5:a5000000880200003d0100	8a225d2baf6c:5:772f62028638		5	1	1	1	0	0	183:5		+0x11:5	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x88;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x77;b12=0x2f;b13=0x62;b14=0x02;b15=0x86;...1 omitted	b60a49356fe0:5:a5000000880200003d0100772f62028638				25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792	
hidden_span	hidden_span_of_22	334	sampled_only	sampled_long_or_sparse	+0x2a5	sampled	258	static_validated	known_prefix_plus_tail	0x16	0xb	long_branch_operand	0xb		9791338fad96:5:ab000000300000003d0122	ef51cdb00f10:5:cbc99d01cc8613003d0180	5:+0x6:19,+0x8:317	5	1	1	1	0	0	258:5		+0x16:5	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x30;b5=0x00;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0xcb;b12=0xc9;b13=0x9d;b14=0x01;b15=0xcc;...6 omitted	7c7693f98747:5:ab000000300000003d0122cbc99d01cc8613003d0180				25=next = table[354], ip += 0x2a5 | 1=next = table[165], ip += 0x238	
frontier_span	frontier_span_of_14	278	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		0af7ba39fc8c:1:816712008000182b0700;76863fbc9a0a:1:346a12008000107a0300;baa3b5c22c23:1:a85e17008000c05d0300;25fc80d52c99:1:686f120080001eae0200	b12ac48450d5:3:e8016201;3bfb9d72dde2:1:6201e801	3:+0x2:354*;1:+0x0:354*	4	4	4	4	4	4	354:4	278:4	+0xe:4	b0=enum3(0x81:1,0x34:1,0xa8:1);b1=enum3(0x67:1,0x6a:1,0x5e:1);b2=enum2(0x12:3,0x17:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x18:1,0x10:1,0xc0:1);b7=enum3(0x2b:1,0x7a:1,0x5d:1);b8=enum3(0x03:2,0x07:1,0x02:1);b9=0x00;b10=enum2(0xe8:3,0x62:1);b11=0x01;b12=enum2(0x62:3,0xe8:1);b13=0x01	a800e88c265e:1:816712008000182b07006201e801;9e4c2f24b719:1:346a12008000107a0300e8016201;a8ea1de03065:1:a85e17008000c05d0300e8016201;040902e373b2:1:686f120080001eae0200e8016201	0xb2581: state or= state0 | flags0 | 0xb2618: state or= state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	82=0x5		1=sampled operand footprint 0xa, observed target table[323], delta +0x221770 | 1=sampled operand footprint 0xa, observed target table[86], delta +0x2426ba
hidden_span	hidden_span_of_17	50	target_only	target_only	-	-	165	static_validated	target_only_prefix_plus_tail	0x11	0xb	target_only_static_ip_advance	0x6	tail_ip_add@0x833be	00f77e24ebdc:4:67e666040dc23a4edc3600	79cfbc546c43:4:8000e801a500	4:+0x0:128,+0x4:165*	4	1	1	1	1	4	165:4	50:4	+0x11:4	b0=0x67;b1=0xe6;b2=0x66;b3=0x04;b4=0x0d;b5=0xc2;b6=0x3a;b7=0x4e;b8=0xdc;b9=0x36;b10=0x00;b11=0x80;b12=0x00;b13=0xe8;b14=0x01;b15=0xa5;...1 omitted	4bc4ba642ced:4:67e666040dc23a4edc36008000e801a500	0x832cb: state xor= state0 ^ 0x167c9a49 | 0x8339e: state sub= state0 ^ 0x167c9a49 - u16_7 - state0 ^ 0x167c9a49 ^ 0x1217a3f5				
target_footprint	target_footprint_of_6	175	sampled_operand_lifted	central_or_long	+0x2cef7	sampled			operand_footprint_only	0x6	0x6	sampled_operand	0x0		a5debd016202:1:cb1702008000;b44b04fa6c62:1:515b07008000;e577c4bd3a14:1:031703008000;d2319c94d4dd:1:bd3903008000	:4:		4	4	4	4	4	4		175:4	+0x6:4	b0=enum3(0xcb:1,0x51:1,0x03:1);b1=enum3(0x17:2,0x5b:1,0x39:1);b2=enum3(0x03:2,0x02:1,0x07:1);b3=0x00;b4=0x80;b5=0x00	a5debd016202:1:cb1702008000;b44b04fa6c62:1:515b07008000;e577c4bd3a14:1:031703008000;d2319c94d4dd:1:bd3903008000	0x9c16e: state and= state0 & flags0 | 0x9c17f: state and= state0 & flags0 & 0x2c46ace3 | 0x9c296: state or= state0 & flags0 & 0x2c46ace3 | flags0 - 0x14b22a15				1=sampled operand footprint 0x6, observed target table[310], delta +0x2cef7
hidden_span	hidden_span_of_17	145	sampled_only	sampled_long_or_sparse	+0x139	sampled	180	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		6e85c59cc1bb:4:a50000004b0700003d0100	ed4d493887e7:4:f0073fbd4247		4	1	1	1	0	0	180:4		+0x11:4	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x4b;b5=0x07;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0xf0;b12=0x07;b13=0x3f;b14=0xbd;b15=0x42;...1 omitted	b6e2f14a402c:4:a50000004b0700003d0100f0073fbd4247				125=next = table[354], ip += 0x139 | 4=next = table[165], ip += 0xbec	
hidden_span	hidden_span_of_17	145	sampled_only	sampled_long_or_sparse	+0x139	sampled	43	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		09e21213efd4:4:a5000000880200003d0100	fd10fd671d75:4:880a684bc0fb		4	1	1	1	0	0	43:4		+0x11:4	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x88;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x88;b12=0x0a;b13=0x68;b14=0x4b;b15=0xc0;...1 omitted	8fa7adbcd8eb:4:a5000000880200003d0100880a684bc0fb				125=next = table[354], ip += 0x139 | 4=next = table[165], ip += 0xbec	
hidden_span	hidden_span_of_17	246	sampled_only	sampled_long_or_sparse	+0x78	sampled	66	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		30370610aa88:4:620100003e0200003d0122	6740c048f6a0:4:5e749b9094e6		4	1	1	1	0	0	66:4		+0x11:4	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x3e;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x5e;b12=0x74;b13=0x9b;b14=0x90;b15=0x94;...1 omitted	5b1d6e0a2db4:4:620100003e0200003d01225e749b9094e6				25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792	
hidden_span	hidden_span_of_17	246	sampled_only	sampled_long_or_sparse	+0x78	sampled	199	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		12df9e815111:4:ab000000240700003d0100	fbd1ec18d8e2:4:9b901f9b5cf4		4	1	1	1	0	0	199:4		+0x11:4	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x24;b5=0x07;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x9b;b12=0x90;b13=0x1f;b14=0x9b;b15=0x5c;...1 omitted	009e21fdafba:4:ab000000240700003d01009b901f9b5cf4				25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792	
hidden_span	hidden_span_of_17	334	sampled_only	sampled_long_or_sparse	+0x2a5	sampled	185	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		4c6c4675309d:4:62010000880200003d0100	6c8e1771db23:4:83ced64817fd		4	1	1	1	0	0	185:4		+0x11:4	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x88;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x83;b12=0xce;b13=0xd6;b14=0x48;b15=0x17;...1 omitted	b947de339bb6:4:62010000880200003d010083ced64817fd				25=next = table[354], ip += 0x2a5 | 1=next = table[165], ip += 0x238	
frontier_span	frontier_span_of_14	216	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	171	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		38a0a8e170ad:1:31c718008000141d0200;0ec71584d9ab:1:bb302c00800022510200;b609d728b141:1:de62170080006c210700	2c1b3e824c9e:2:ab00e801;84058bb8e996:1:e801ab00	2:+0x0:171*;1:+0x2:171*	3	3	3	3	3	3	171:3	216:3	+0xe:3	b0=enum3(0x31:1,0xbb:1,0xde:1);b1=enum3(0xc7:1,0x30:1,0x62:1);b2=enum3(0x18:1,0x2c:1,0x17:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x14:1,0x22:1,0x6c:1);b7=enum3(0x1d:1,0x51:1,0x21:1);b8=enum2(0x02:2,0x07:1);b9=0x00;b10=enum2(0xab:2,0xe8:1);b11=enum2(0x00:2,0x01:1);b12=enum2(0xe8:2,0xab:1);b13=enum2(0x01:2,0x00:1)	18f8b17547ae:1:31c718008000141d0200ab00e801;b95d6a96bbd0:1:bb302c00800022510200e801ab00;61f6f8eaf0ee:1:de62170080006c210700ab00e801	0xa4b33: state xor= state0 ^ flags0	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5		
frontier_span	frontier_span_of_14	216	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	165	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		2b526fbda013:1:ee013200800000470700;9d664d52e78e:1:0e5c170080006c210700;a29bafdb3696:1:4f192d00800048510200	e9e51cfc7d31:2:a500e801;2c3b78dca0ce:1:e801a500	2:+0x0:165*;1:+0x2:165*	3	3	3	3	3	3	165:3	216:3	+0xe:3	b0=enum3(0xee:1,0x0e:1,0x4f:1);b1=enum3(0x01:1,0x5c:1,0x19:1);b2=enum3(0x32:1,0x17:1,0x2d:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x00:1,0x6c:1,0x48:1);b7=enum3(0x47:1,0x21:1,0x51:1);b8=enum2(0x07:2,0x02:1);b9=0x00;b10=enum2(0xa5:2,0xe8:1);b11=enum2(0x00:2,0x01:1);b12=enum2(0xe8:2,0xa5:1);b13=enum2(0x01:2,0x00:1)	511caf7edf47:1:ee013200800000470700a500e801;f8544c222801:1:0e5c170080006c210700a500e801;7828c9aced8e:1:4f192d00800048510200e801a500	0xa4b33: state xor= state0 ^ flags0	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5		
frontier_span	frontier_span_of_14	264	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		29523edce83b:1:42660d0080006c190200;44b4e1c8ecaa:1:0e441200800010380700;23cc0ca281a2:1:0d6012008000b4860200	3bfb9d72dde2:2:6201e801;b12ac48450d5:1:e8016201	2:+0x0:354*;1:+0x2:354*	3	3	3	3	3	3	354:3	264:3	+0xe:3	b0=enum3(0x42:1,0x0e:1,0x0d:1);b1=enum3(0x66:1,0x44:1,0x60:1);b2=enum2(0x12:2,0x0d:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x6c:1,0x10:1,0xb4:1);b7=enum3(0x19:1,0x38:1,0x86:1);b8=enum2(0x02:2,0x07:1);b9=0x00;b10=enum2(0x62:2,0xe8:1);b11=0x01;b12=enum2(0xe8:2,0x62:1);b13=0x01	fec060399366:1:42660d0080006c190200e8016201;122934b984c4:1:0e4412008000103807006201e801;a300192f75ec:1:0d6012008000b48602006201e801	0xaf88c: state and= state0 & u16_8 + state0 - 0x6fba3362	49=(mask32((mask32(u16_8 + state0)) - 0x6fba3362)) & 0xffff	49=0x22		
frontier_span	frontier_span_of_14	264	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	165	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		49226afdae4c:1:78162d00800040510200;0f38194b6254:1:736517008000c05d0300;9edb12b1134d:1:f0202d00800076640300	e9e51cfc7d31:2:a500e801;2c3b78dca0ce:1:e801a500	2:+0x0:165*;1:+0x2:165*	3	3	3	3	3	3	165:3	264:3	+0xe:3	b0=enum3(0x78:1,0x73:1,0xf0:1);b1=enum3(0x16:1,0x65:1,0x20:1);b2=enum2(0x2d:2,0x17:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x40:1,0xc0:1,0x76:1);b7=enum3(0x51:1,0x5d:1,0x64:1);b8=enum2(0x03:2,0x02:1);b9=0x00;b10=enum2(0xa5:2,0xe8:1);b11=enum2(0x00:2,0x01:1);b12=enum2(0xe8:2,0xa5:1);b13=enum2(0x01:2,0x00:1)	166c090f25b5:1:78162d00800040510200e801a500;618358ad1681:1:736517008000c05d0300a500e801;883e2b584d49:1:f0202d00800076640300a500e801	0xaf88c: state and= state0 & u16_8 + state0 - 0x6fba3362	49=(mask32((mask32(u16_8 + state0)) - 0x6fba3362)) & 0xffff	49=0x22		
frontier_span	frontier_span_of_14	356	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	165	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		c42e0dbe084d:1:d3160d0080009a4d0400;844a49b178c3:1:f24433008000d04f0700;89fb5f0b32f8:1:4c222d00800048510200	e9e51cfc7d31:3:a500e801	3:+0x0:165*	3	3	3	3	3	3	165:3	356:3	+0xe:3	b0=enum3(0xd3:1,0xf2:1,0x4c:1);b1=enum3(0x16:1,0x44:1,0x22:1);b2=enum3(0x0d:1,0x33:1,0x2d:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x9a:1,0xd0:1,0x48:1);b7=enum3(0x4d:1,0x4f:1,0x51:1);b8=enum3(0x04:1,0x07:1,0x02:1);b9=0x00;b10=0xa5;b11=0x00;b12=0xe8;b13=0x01	5835d5af8e5f:1:d3160d0080009a4d0400a500e801;c5125d724a56:1:f24433008000d04f0700a500e801;6cfa4eea4dd7:1:4c222d00800048510200a500e801	0xc2a0d: state xor= state0 ^ flags0	116=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	116=0x5		
frontier_span	frontier_span_of_14	356	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	171	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		bace8e2d1e64:1:946b12008000a0380300;587affeb8ca3:1:065817008000c05d0300;45ee66d82994:1:415917008000c0590300	2c1b3e824c9e:2:ab00e801;84058bb8e996:1:e801ab00	2:+0x0:171*;1:+0x2:171*	3	3	3	3	3	3	171:3	356:3	+0xe:3	b0=enum3(0x94:1,0x06:1,0x41:1);b1=enum3(0x6b:1,0x58:1,0x59:1);b2=enum2(0x17:2,0x12:1);b3=0x00;b4=0x80;b5=0x00;b6=enum2(0xc0:2,0xa0:1);b7=enum3(0x38:1,0x5d:1,0x59:1);b8=0x03;b9=0x00;b10=enum2(0xab:2,0xe8:1);b11=enum2(0x00:2,0x01:1);b12=enum2(0xe8:2,0xab:1);b13=enum2(0x01:2,0x00:1)	1f58ea736876:1:946b12008000a0380300ab00e801;853fdd1c56d7:1:065817008000c05d0300ab00e801;6336cc3e33ac:1:415917008000c0590300e801ab00	0xc2a0d: state xor= state0 ^ flags0	116=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	116=0x5		
frontier_span	frontier_span_of_14	95	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	171	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		64fdec6027ed:1:de421200800068d70200;1848f63c3271:1:8a5a17008000c65d0300;61a05fea69e5:1:1a6017008000d8590300	2c1b3e824c9e:2:ab00e801;84058bb8e996:1:e801ab00	2:+0x0:171*;1:+0x2:171*	3	3	3	3	3	3	171:3	95:3	+0xe:3	b0=enum3(0xde:1,0x8a:1,0x1a:1);b1=enum3(0x42:1,0x5a:1,0x60:1);b2=enum2(0x17:2,0x12:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x68:1,0xc6:1,0xd8:1);b7=enum3(0xd7:1,0x5d:1,0x59:1);b8=enum2(0x03:2,0x02:1);b9=0x00;b10=enum2(0xab:2,0xe8:1);b11=enum2(0x00:2,0x01:1);b12=enum2(0xe8:2,0xab:1);b13=enum2(0x01:2,0x00:1)	1a14b52ac932:1:de421200800068d70200e801ab00;4f9d6ca15604:1:8a5a17008000c65d0300ab00e801;9de7326fb2e5:1:1a6017008000d8590300ab00e801	0x8c595: state xor= state0 ^ u16_4 + 0x1f18e1aa	92=(mask32(u16_4 + 0x1f18e1aa)) & 0xffff	92=0x8		2=sampled operand footprint 0xa, observed target table[86], delta +0x2341b | 1=sampled operand footprint 0xa, observed target table[42], delta +0x1d02e
