entry	target	observed_target	target_hits	tail_site	tail_reg	tail_distance	tail_site_hits	source_events	unique_vm_ips	top_ip_deltas	top_targets	top_sites	static_stop	insns	span_bytes	cond_jumps	jmps	calls	rets	frame_reads	frame_writes	ip_reads	table_reads	top_mnemonics
122	0x9170d	1	121	0x91a57	rdx	0x34a	121	121	24	+0x5:121	210@0xa2da3:37,316@0xb987b:21,145@0x95b5c:16,258@0xadf2c:14,246@0xab427:12	tail@0x91a57:121	0x91a67	183	857	5	1	0	0	0xa:3,0x60:2,0x0:2,0x71:2,0x23:1,0x194:1,0x10f:1,0x170:1,0x81:1	0x170:2,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:50,add:48,sub:20,and:19,xor:13,or:11,cmp:9,jne:4
123	0x91a59	1	2829	0x91e7f	rdx	0x426	2829	2829	455	+0x4:2829	18@0x7be9b:337,50@0x82e76:320,337@0xbec0e:294,114@0x90319:216,66@0x855ff:199	tail@0x91e7f:2829	0x91e8f	226	1077	5	4	0	0	0x81:6,0x23:3,0x0:3,0x170:3,0xa:2,0x71:1,0x194:1,0x10f:1	0x23:4,0x170:2,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:66,add:56,xor:23,and:22,sub:21,or:19,cmp:7,je:4
124	0x91e81	1	639	0x922c1	r12	0x440	639	639	182	+0x6:639	43@0x8173d:102,157@0x98a9a:76,192@0x9f00a:42,320@0xbada5:41,268@0xb0007:37	tail@0x922c1:639	0x922d1	232	1101	2	2	0	0	0x23:5,0x81:5,0x170:4,0xa:2,0x0:1,0x10f:1	0x170:8,0x23:4,0x60:1,0xa:1	+0x0/4:1,+0x4/2:1	dyn/8:1	mov:68,add:60,sub:27,or:25,and:23,xor:21,cmp:3,je:2
125	0x922c4	1	19	0x92612	r14	0x34e	19	19	7	+0x5:19	316@0xb987b:15,246@0xab427:2,75@0x873fc:1,145@0x95b5c:1	tail@0x92612:19	0x92622	184	859	5	1	0	0	0xa:3,0x60:2,0x0:2,0x81:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:49,add:43,sub:20,and:17,or:17,xor:16,cmp:5,jne:4
126	0x92615	0	0	0x92998	r14	0x383	384	0	0				0x929a8	213	915	5	1	0	1	0xa:7,0x194:2,0x0:2,0xbb:1,0x81:1,0x71:1,0x10f:1,0x170:1,0x23:1	0x71:2,0x1dc:1,0x0:1,0x170:1,0xa:1	+0x3/2:2,+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:64,add:54,sub:17,pop:16,xor:13,or:11,and:10,popfq:5
127	0x926c3	1	384	0x92998	r14	0x2d5	384	384	3	+0x5:384	108@0x8f24b:256,144@0x95887:64,257@0xadbfd:64	tail@0x92998:384	0x929a8	165	741	5	1	0	0	0xa:4,0x194:2,0x0:2,0x81:1,0x71:1,0x10f:1,0x170:1,0x23:1	0x71:2,0x0:1,0x170:1,0xa:1	+0x3/2:2,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:45,add:42,sub:17,xor:13,or:11,and:10,cmp:5,jne:4
128	0x9299b	1	955	0x92f1f	rdx	0x584	955	955	67	+0x5:955	64@0x85059:260,215@0xa4609:257,268@0xb0007:256,3@0x78c77:70,307@0xb8064:11	tail@0x92f1f:955	0x92f2f	299	1427	8	2	0	0	0x23:6,0x81:3,0xa:3,0x170:2,0x194:1,0x71:1,0x10f:1	0x170:9,0x23:7,0x60:1,0xa:1	+0x1/2:1,+0x0/1:1,+0x3/2:1	dyn/8:1	mov:89,add:81,and:34,or:27,xor:24,sub:24,cmp:8,je:4
129	0x92f21	1	136	0x931d0	r11	0x2af	136	136	9	+0x3:136	215@0xa4609:64,99@0x8c99a:64,217@0xa4b11:2,199@0xa0631:2,172@0x9b68a:1	tail@0x931d0:136	0x931e0	150	703	1	1	0	0	0x170:6,0x23:4,0xa:2,0x0:2,0x81:1,0x10f:1	0x170:6,0x23:5,0xe1:1,0xa:1	+0x2/1:1,+0x0/2:1	dyn/8:1	mov:52,add:50,and:14,sub:13,xor:9,or:6,cmp:3,je:1
130	0x931d3	1	4	0x937cd	r13	0x5fa	4	4	1	+0x5:4	144@0x95887:4	tail@0x937cd:4	0x937dd	337	1545	7	2	0	0	0x170:3,0x0:3,0x23:3,0xa:3,0x81:3,0x60:2,0x194:1,0x71:1,0x10f:1	0x23:3,0x170:3,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:82,add:74,sub:45,and:45,or:36,xor:31,cmp:8,jne:4
131	0x937d0	1	14	0x93f76	r14	0x7a6	14	14	6	+0x5:14	108@0x8f24b:8,160@0x994cf:4,144@0x95887:1,173@0x9ba74:1	tail@0x93f76:14	0x93f86	426	1971	12	4	0	0	0x23:9,0x81:4,0xa:3,0x60:2,0x0:2,0x170:2,0x194:1,0x71:1,0x10f:1	0x23:10,0x170:6,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:107,add:102,xor:52,sub:52,and:49,or:29,cmp:12,je:8
132	0x93f79	0	0	0x94475	r11	0x4fc	0	0	0				0x94485	300	1288	1	1	0	2	0xa:6,0x23:4,0x170:3,0x81:2,0xbb:1,0x194:1,0x0:1,0x10f:1	0x23:4,0x170:4,0x1dc:2,0x16f:1,0x0:1,0xa:1	+0x0/2:2,+0x2/4:1,+0x2/2:1,+0x0/4:1,+0x4/2:1	dyn/8:1	mov:88,add:74,sub:31,pop:30,xor:26,and:21,or:21,popfq:2
133	0x93ff3	0	0	0x94475	r11	0x482	0	0	0				0x94485	263	1166	1	1	0	1	0xa:4,0x23:4,0x170:3,0x81:2,0x194:1,0x0:1,0x10f:1	0x23:4,0x170:4,0x1dc:1,0x16f:1,0x0:1,0xa:1	+0x0/2:1,+0x2/2:1,+0x0/4:1,+0x4/2:1	dyn/8:1	mov:76,add:66,sub:31,xor:26,and:21,or:21,pop:15,cmp:2
134	0x9406d	0	0	0x94475	r11	0x408	0	0	0				0x94485	226	1044	1	1	0	0	0x23:4,0x170:3,0x81:2,0xa:2,0x194:1,0x0:1,0x10f:1	0x23:4,0x170:4,0x16f:1,0x0:1,0xa:1	+0x0/4:1,+0x4/2:1	dyn/8:1	mov:63,add:59,sub:31,xor:26,and:21,or:21,cmp:2,je:1
135	0x94478	0	0	0x94619	rdx	0x1a1	0	0	0				0x94629	94	432	1	2	0	0	0xa:6,0x170:2,0x0:1,0x199:1,0x10f:1	0xa:1	+0x0/2:2,+0x7/2:2,+0x3/2:1,+0x5/2:1	dyn/8:1	mov:35,add:30,sub:6,movzx:5,or:5,and:4,xor:4,cmp:2
136	0x9461b	1	2	0x94970	r13	0x355	2	2	1	+0x5:2	198@0xa037e:2	tail@0x94970:2	0x94980	194	866	5	1	0	0	0xa:4,0x0:3,0x60:2,0x71:2,0x194:1,0x10f:1,0x170:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x2/2:2,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:57,add:45,sub:21,xor:18,and:15,or:9,cmp:6,jne:4
137	0x94973	0	0	0x94c38	rax	0x2c5	0	0	0				0x94c48	148	724	1	2	0	0	0xa:7,0x170:2,0x0:1,0x199:1,0x10f:1	0x170:1,0xa:1	+0x0/2:2,+0x4/2:2,+0x6/2:1,+0x2/2:1	dyn/8:1	add:46,mov:42,sub:19,or:12,xor:11,and:8,movzx:5,cmp:2
138	0x94c3a	0	0	0x94ddc	r15	0x1a2	0	0	0				0x94dec	94	431	2	3	0	0	0xa:4,0x170:2,0x81:1,0x10f:1	0x23:1,0x170:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:30,mov:27,xor:8,and:7,sub:5,movzx:4,or:4,jmp:3
139	0x94ddf	0	0	0x951c0	rsi	0x3e1	560	0	0				0x951d0	226	1009	6	4	0	1	0x23:5,0xa:4,0x170:4,0x81:3,0x0:2,0x194:2,0xbb:1,0x10f:1	0x23:7,0x170:2,0x1dc:1,0x60:1,0xa:1	+0x0/4:1,+0x4/2:1,+0x2/4:1,+0x0/2:1	dyn/8:1	mov:67,add:62,or:18,and:17,sub:16,pop:15,xor:10,cmp:8
140	0x94e5a	1	560	0x951c0	rsi	0x366	560	560	147	+0x6:560	307@0xb8064:67,190@0x9eacb:64,185@0x9d964:48,340@0xbf435:29,347@0xc088d:29	tail@0x951c0:560	0x951d0	189	886	6	4	0	0	0x23:5,0x170:4,0x81:3,0x0:2,0x194:2,0xa:2,0x10f:1	0x23:7,0x170:2,0x60:1,0xa:1	+0x2/4:1,+0x0/2:1	dyn/8:1	mov:55,add:54,or:18,and:17,sub:16,xor:10,cmp:8,je:6
141	0x951c2	0	0	0x953af	rsi	0x1ed	0	0	0				0x953bf	112	508	1	2	0	0	0xa:4,0x71:1,0x10f:1,0x170:1	0xa:1	+0x6/2:1,+0x0/2:1,+0x4/2:1,+0x2/2:1	dyn/8:1	add:32,mov:28,xor:12,and:11,sub:10,or:9,movzx:4,jmp:2
142	0x953b1	0	0	0x957d6	r11	0x425	0	0	0				0x957e6	227	1074	3	2	0	0	0x23:7,0x170:6,0x0:3,0xa:3,0x81:2,0x194:2,0x10f:1	0x170:12,0x23:7,0x60:1,0xa:1	+0x0/4:1,+0x0/8:1,+0x8/2:1	dyn/8:1	mov:87,add:69,xor:18,or:15,sub:15,and:9,cmp:6,je:3
143	0x957d9	0	0	0x95b59	r8	0x380	2050	0	0				0x95b69	208	908	6	1	0	1	0xa:4,0x0:4,0x194:3,0x81:3,0x170:3,0xbb:1,0x71:1,0x16f:1,0x23:1,0x10f:1	0x170:4,0x23:2,0x1dc:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x0/2:1	dyn/8:1	mov:73,add:57,and:18,pop:15,cmp:10,sub:9,xor:8,or:8
144	0x95887	1	2050	0x95b59	r8	0x2d2	2050	2050	370	+0x2:2050	258@0xadf2c:304,168@0x9aa83:277,18@0x7be9b:273,268@0xb0007:117,347@0xc088d:104	tail@0x95b59:2050	0x95b69	160	734	6	1	0	0	0x0:4,0x194:3,0x81:3,0x170:3,0x71:1,0x16f:1,0x23:1,0x10f:1,0xa:1	0x170:4,0x23:2,0xa:1	+0x0/2:1	dyn/8:1	mov:54,add:45,and:18,cmp:10,sub:9,xor:8,or:8,jne:4
145	0x95b5c	1	48	0x9634f	r12	0x7f3	9	9	6	+0xbec:4,+0x30:2,+0x28b:1,+0x74b:1,+0x288:1	165@0x9a24c:6,354@0xc2241:3	tail@0x9634f:9	0x9635f	427	2051	39	3	0	0	0xa:4,0x10f:1,0x12:1	0x12:19,0xa:2	+0x8/2:1,+0xa/1:1,+0x0/2:1,+0x4/4:1	dyn/8:1	mov:105,add:66,and:56,or:53,xor:38,sub:33,jne:25,cmp:23
146	0x96407	1	238	0x96915	r12	0x50e	238	238	62	+0x5:238	70@0x8610e:64,258@0xadf2c:30,28@0x7e390:25,172@0x9b68a:19,79@0x885b0:18	tail@0x96915:238	0x96925	278	1309	6	2	0	0	0x23:4,0x170:3,0xa:3,0x71:2,0x0:2,0x81:1,0x10f:1	0x170:6,0x23:3,0x60:1,0xa:1	+0x3/2:1,+0x0/1:1,+0x1/2:1	dyn/8:1	mov:67,add:65,xor:40,sub:32,and:30,or:26,cmp:8,jne:4
147	0x96918	0	0	0x96b6b	r12	0x253	0	0	0				0x96b7b	128	608	1	1	0	0	0xa:3,0x0:2,0x71:1,0x23:1,0x10f:1	0x71:2,0x0:1,0x170:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	add:37,mov:35,sub:16,and:12,or:10,xor:9,cmp:2,movzx:2
148	0x96b6e	1	105	0x96eb1	r14	0x343	105	105	12	+0x5:105	160@0x994cf:74,173@0x9ba74:10,352@0xc1ec4:8,144@0x95887:6,108@0x8f24b:4	tail@0x96eb1:105	0x96ec1	185	848	5	1	0	0	0xa:4,0x71:2,0x0:2,0x60:2,0x23:1,0x194:1,0x10f:1,0x170:1	0x71:2,0x0:1,0x170:1,0x60:1,0xa:1	+0x0/2:2,+0x2/1:1,+0x3/2:1	dyn/8:1	mov:48,add:43,sub:24,and:15,or:14,xor:13,cmp:5,jne:4
149	0x96eb4	0	0	0x9730e	r10	0x45a	0	0	0				0x9731e	252	1130	5	1	0	1	0xa:6,0x0:2,0x60:2,0x194:1,0x71:1,0x23:1,0x10f:1	0x71:2,0x170:2,0x1dc:1,0x60:1,0x0:1,0xa:1	+0x0/2:3,+0x2/2:2,+0x4/1:1	dyn/8:1	mov:70,add:58,sub:28,xor:21,or:17,pop:16,and:13,popfq:5
150	0x96f2a	0	0	0x9730e	r10	0x3e4	0	0	0				0x9731e	216	1012	5	1	0	0	0xa:4,0x0:2,0x60:2,0x194:1,0x71:1,0x23:1,0x10f:1	0x71:2,0x170:2,0x60:1,0x0:1,0xa:1	+0x0/2:2,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:58,add:51,sub:28,xor:21,or:17,and:13,cmp:5,jne:4
151	0x97311	1	34	0x97689	r11	0x378	34	34	9	+0x5:34	198@0xa037e:16,173@0x9ba74:6,144@0x95887:4,160@0x994cf:4,352@0xc1ec4:4	tail@0x97689:34	0x97699	201	904	5	1	0	0	0xa:4,0x60:2,0x0:2,0x194:1,0x71:1,0x23:1,0x10f:1,0x170:1	0x71:2,0x170:2,0x60:1,0x0:1,0xa:1	+0x0/2:2,+0x2/1:1,+0x3/2:1	dyn/8:1	mov:51,add:49,sub:23,and:18,xor:18,or:14,cmp:5,jne:4
152	0x9768c	0	0	0x979a8	r13	0x31c	0	0	0				0x979b8	178	812	2	2	0	0	0xa:8,0x170:2,0x199:1,0x0:1,0x10f:1	0x170:1,0xa:1	+0x9/2:2,+0x1/2:2,+0x7/2:1,+0x0/1:1,+0x3/2:1,+0x5/2:1	dyn/8:1	add:47,mov:46,xor:21,sub:19,or:16,and:13,movzx:6,cmp:4
153	0x979ab	1	10	0x97ce3	r9	0x338	10	10	2	+0x5:10	144@0x95887:5,173@0x9ba74:5	tail@0x97ce3:10	0x97cf3	188	839	5	1	0	0	0xa:4,0x0:3,0x60:2,0x170:2,0x194:1,0x71:1,0x10f:1,0x23:1	0x71:2,0x0:1,0x60:1,0x170:1,0xa:1	+0x2/2:2,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:54,add:51,xor:15,sub:14,and:14,or:11,cmp:6,jne:4
154	0x97ce6	1	869	0x980a9	rax	0x3c3	874	869	144	+0x4:869	196@0x9fbcd:78,185@0x9d964:77,180@0x9cf32:76,297@0xb64d7:71,258@0xadf2c:69	tail@0x980a9:869	0x980b9	209	978	2	1	0	0	0x23:6,0x170:3,0xa:2,0x81:1,0x194:1,0x71:1,0x10f:1	0x23:6,0x170:4,0x60:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:62,mov:59,sub:26,and:21,or:17,xor:17,cmp:2,je:2
155	0x980ab	0	0	0x98351	r13	0x2a6	22	0	0				0x98361	155	694	1	2	0	0	0xa:6,0x170:1,0x0:1,0x199:1,0x10f:1	0x170:1,0xa:1	+0x0/2:2,+0x4/2:2,+0x6/2:1,+0x2/2:1	dyn/8:1	add:47,mov:43,sub:19,or:14,and:12,xor:10,movzx:5,cmp:2
156	0x98354	0	0	0x98a98	rdi	0x744	0	0	0				0x98aa8	408	1876	9	3	0	0	0x23:6,0x194:4,0x0:3,0xa:3,0x81:2,0x170:2,0x60:2,0x71:1,0x10f:1	0x23:4,0x170:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:100,add:96,and:50,xor:49,sub:46,or:38,cmp:10,je:5
157	0x98a9a	1	4834	0x99026	r9	0x58c	4834	4834	730	+0x4:4834	66@0x855ff:426,258@0xadf2c:369,18@0x7be9b:364,189@0x9e7af:313,201@0xa0dca:261	tail@0x99026:4834	0x99036	296	1435	7	2	0	0	0x23:8,0x170:3,0x81:3,0xa:2,0x0:2,0x71:2,0x194:1,0x10f:1	0x23:11,0x170:5,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:87,mov:84,and:30,xor:26,or:26,sub:23,cmp:9,je:7
158	0x99029	1	2632	0x992ca	r13	0x2a1	2632	2632	423	+0x4:2632	340@0xbf435:396,64@0x85059:393,258@0xadf2c:341,18@0x7be9b:170,337@0xbec0e:135	tail@0x992ca:2632	0x992da	152	685	2	2	0	0	0x170:3,0x0:3,0x23:3,0x194:2,0xa:2,0x71:1,0x81:1,0x10f:1	0x170:5,0x23:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:48,add:40,sub:17,and:15,xor:11,or:10,cmp:4,push:2
159	0x992cd	0	0	0x994cc	r11	0x1ff	0	0	0				0x994dc	110	526	2	2	0	0	0xa:6,0x23:1,0x199:1,0x194:1,0x10f:1,0x170:1,0x81:1	0x23:2,0x170:1,0xa:1	+0x2/2:2,+0x0/2:2,+0x6/2:1,+0x4/2:1	dyn/8:1	mov:38,add:36,and:8,sub:7,or:5,movzx:5,xor:5,cmp:2
160	0x994cf	1	2706	0x99757	r8	0x288	2706	2706	339	+0x2:2706	185@0x9d964:335,215@0xa4609:334,172@0x9b68a:263,350@0xc1926:256,64@0x85059:227	tail@0x99757:2706	0x99767	146	664	6	1	0	0	0x81:3,0x71:3,0x170:2,0x194:1,0x16f:1,0x23:1,0x0:1,0xa:1,0x10f:1	0x170:5,0x23:1,0xa:1	+0x0/2:1	dyn/8:1	mov:42,add:42,sub:14,and:14,xor:12,cmp:7,or:7,jne:4
161	0x9975a	1	2666	0x99b3a	rax	0x3e0	2666	2666	434	+0x4:2666	66@0x855ff:368,18@0x7be9b:327,28@0x7e390:217,337@0xbec0e:204,347@0xc088d:176	tail@0x99b3a:2666	0x99b4a	219	1007	3	3	0	0	0x81:3,0x0:2,0xa:2,0x170:2,0x194:1,0x23:1,0x10f:1	0x23:4,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:55,mov:52,or:28,sub:27,xor:23,and:21,cmp:4,jmp:3
162	0x99b3c	0	0	0x99e1e	r15	0x2e2	0	0	0				0x99e2e	163	751	2	2	0	0	0xa:8,0x199:1,0x10f:1	0x170:2,0xa:1	+0x7/2:2,+0x3/2:2,+0x5/2:1,+0x2/1:1,+0x0/2:1,+0x9/2:1	dyn/8:1	mov:43,add:43,xor:19,sub:17,and:15,or:11,movzx:6,cmp:3
163	0x99e21	0	0	0x9a249	r14	0x428	0	0	0				0x9a259	245	1079	5	1	0	1	0xa:6,0x0:3,0x60:2,0x194:1,0x71:1,0x23:1,0x10f:1,0x170:1	0x170:3,0x71:2,0x1dc:1,0x0:1,0x60:1,0xa:1	+0x2/2:3,+0x0/2:2,+0x4/1:1	dyn/8:1	mov:66,add:59,and:22,xor:20,sub:17,pop:16,or:15,cmp:6
164	0x99e99	0	0	0x9a249	r14	0x3b0	0	0	0				0x9a259	209	959	5	1	0	0	0xa:4,0x0:3,0x60:2,0x194:1,0x71:1,0x23:1,0x10f:1,0x170:1	0x170:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x2/2:2,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:54,add:52,and:22,xor:20,sub:17,or:15,cmp:6,jne:4
165	0x9a24c	1	632	0x9a46b	r9	0x21f	632	632	77	+0x2:632	114@0x90319:271,333@0xbd8af:94,340@0xbf435:31,268@0xb0007:31,203@0xa1484:29	tail@0x9a46b:632	0x9a47b	114	559	0	1	0	0	0x170:3,0x0:2,0x71:2,0x23:2,0x194:1,0xa:1,0x10f:1	0x170:2,0x23:1,0xf3:1,0xa:1	+0x0/2:1	dyn/8:1	mov:39,add:33,xor:12,sub:10,or:9,and:7,cmp:2,shl:1
166	0x9a46e	0	0	0x9a8cf	r12	0x461	0	0	0				0x9a8df	250	1131	0	1	0	0	0x170:5,0x23:5,0x81:4,0x71:2,0xa:2,0x0:1,0x10f:1	0x170:8,0x23:3,0x16f:1,0x0:1,0xa:1	+0x2/4:1,+0x0/2:1	dyn/8:1	mov:69,add:66,xor:35,sub:33,and:30,or:14,cmp:1,movzx:1
167	0x9a8d2	1	726	0x9aa81	rdx	0x1af	726	726	93	+0x6:726	351@0xc1d48:432,283@0xb3612:206,295@0xb60e0:88	tail@0x9aa81:726	0x9aa91	101	446	0	1	0	0	0xa:3,0x23:2,0x71:1,0x10f:1,0x170:1	0x23:1,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1,+0x4/2:1	dyn/8:1	add:30,mov:24,xor:15,and:11,or:8,sub:8,movzx:3,pop:1
168	0x9aa83	1	4535	0x9af16	rdi	0x493	4537	4535	774	+0x4:4535	315@0xb9451:567,189@0x9e7af:369,340@0xbf435:367,337@0xbec0e:366,347@0xc088d:353	tail@0x9af16:4535	0x9af26	248	1183	6	3	0	0	0x23:6,0x81:4,0xa:2,0x71:1,0x10f:1,0x170:1	0x23:9,0x170:3,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:73,mov:59,and:32,sub:26,or:21,xor:20,cmp:6,je:6
169	0x9af18	1	1788	0x9b0c5	r10	0x1ad	513	296	49	+0x4:296	171@0x9b4b3:124,354@0xc2241:110,165@0x9a24c:62	tail@0x9b0c5:296	0x9b0d5	91	441	0	1	0	0	0x170:2,0x0:2,0xa:2,0x194:1,0x10f:1	0x170:2,0x23:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:32,add:26,and:13,or:6,xor:6,sub:3,cmp:2,movzx:1
170	0x9b0c8	0	0	0x9b4b0	r10	0x3e8	0	0	0				0x9b4c0	217	1012	3	2	0	0	0xa:8,0x194:1,0x199:1,0x81:1,0x23:1,0x10f:1,0x170:1	0x23:2,0x170:1,0xa:1	+0x9/2:2,+0x3/2:2,+0x5/2:1,+0x0/1:1,+0x1/2:1,+0x7/2:1	dyn/8:1	add:58,mov:51,and:27,sub:24,xor:21,or:20,movzx:6,cmp:3
171	0x9b4b3	1	1069	0x9b687	r14	0x1d4	1069	1069	103	+0x2:1069	196@0x9fbcd:351,322@0xbb3c9:256,337@0xbec0e:73,185@0x9d964:69,333@0xbd8af:29	tail@0x9b687:1069	0x9b697	103	481	1	1	0	0	0x23:2,0x71:1,0xa:1,0x10f:1	0x170:4,0x23:4,0xf3:1,0xa:1	+0x0/2:1	dyn/8:1	add:31,mov:28,or:12,sub:11,and:10,xor:7,cmp:1,je:1
172	0x9b68a	1	4530	0x9ba72	rsi	0x3e8	4531	4530	626	+0x4:4530	28@0x7e390:360,199@0xa0631:346,307@0xb8064:306,254@0xad32c:262,128@0x9299b:261	tail@0x9ba72:4530	0x9ba82	220	1012	1	1	0	0	0x170:6,0x0:3,0x23:3,0x71:2,0x81:2,0xa:2,0x10f:1	0x170:4,0x23:3,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:60,add:56,sub:28,or:24,xor:23,and:21,cmp:4,movzx:2
173	0x9ba74	1	2374	0x9bd8c	r11	0x318	2374	2374	311	+0x2:2374	64@0x85059:342,196@0x9fbcd:278,349@0xc140b:264,203@0xa1484:139,340@0xbf435:111	tail@0x9bd8c:2374	0x9bd9c	167	808	7	3	0	0	0x71:4,0x81:3,0x170:2,0x194:2,0x23:2,0x16f:1,0x0:1,0x10f:1,0xa:1	0x170:5,0x23:2,0xa:1	+0x0/2:1	dyn/8:1	mov:49,add:49,and:16,sub:14,or:12,xor:8,cmp:8,jne:4
174	0x9bd8f	1	3318	0x9c08c	r15	0x2fd	3318	3318	466	+0x4:3318	114@0x90319:446,258@0xadf2c:409,199@0xa0631:294,28@0x7e390:254,347@0xc088d:241	tail@0x9c08c:3318	0x9c09c	174	778	1	2	0	0	0x81:5,0x23:4,0x170:3,0x0:3,0x194:3,0x71:2,0xa:2,0x10f:1	0x170:6,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:54,add:48,sub:19,and:17,or:15,xor:12,cmp:3,push:2
175	0x9c08f	1	1	0x9c3f4	r13	0x365	2512	0	0				0x9c404	197	879	3	3	0	1	0xa:4,0x71:4,0x23:3,0x170:2,0x0:2,0x194:2,0xbb:1,0x81:1,0x10f:1	0x170:3,0x1dc:1,0x23:1,0xa:1	+0x0/4:1,+0x4/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:56,add:53,xor:18,and:17,sub:16,pop:15,or:7,cmp:4
176	0x9c10b	1	2512	0x9c3f4	r13	0x2e9	2512	2512	459	+0x4:2512	28@0x7e390:439,307@0xb8064:220,189@0x9e7af:210,337@0xbec0e:194,18@0x7be9b:158	tail@0x9c3f4:2512	0x9c404	160	755	3	3	0	0	0x71:4,0x23:3,0x170:2,0x0:2,0x194:2,0xa:2,0x81:1,0x10f:1	0x170:3,0x23:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:45,mov:44,xor:18,and:17,sub:16,or:7,cmp:4,jmp:3
177	0x9c3f7	0	0	0x9c748	rcx	0x351	0	0	0				0x9c758	194	860	8	2	0	0	0xa:3,0x10f:1	0x199:4,0x170:1,0xa:1	+0x3/2:1,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:43,add:34,and:29,or:26,xor:22,sub:17,cmp:8,jne:7
178	0x9c74a	0	0	0x9ca8a	r9	0x340	0	0	0				0x9ca9a	181	845	2	2	0	0	0xa:8,0x81:1,0x199:1,0x10f:1	0xa:1	+0x9/2:2,+0x2/2:2,+0x0/2:1,+0x6/1:1,+0x7/2:1,+0x4/2:1	dyn/8:1	add:53,mov:48,and:24,xor:17,or:12,sub:12,movzx:6,cmp:3
179	0x9ca8d	1	271	0x9cf2f	r12	0x4a2	271	271	60	+0x5:271	18@0x7be9b:69,268@0xb0007:27,337@0xbec0e:26,43@0x8173d:19,203@0xa1484:15	tail@0x9cf2f:271	0x9cf3f	262	1202	6	3	0	0	0x81:4,0x170:3,0xa:3,0x71:2,0x0:2,0x23:2,0x10f:1,0x194:1	0x170:3,0x23:2,0x60:1,0xa:1	+0x3/2:1,+0x0/1:1,+0x1/2:1	dyn/8:1	mov:62,add:61,sub:35,xor:30,and:29,or:26,cmp:8,jne:4
180	0x9cf32	1	478	0x9d13d	rdx	0x20b	478	478	226	+0x4:478	168@0x9aa83:44,79@0x885b0:38,297@0xb64d7:30,157@0x98a9a:30,269@0xb045b:29	tail@0x9d13d:478	0x9d14d	112	535	2	2	0	0	0xa:2,0x81:2,0x194:1,0x23:1,0x170:1,0x10f:1	0x23:2,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:28,add:28,sub:16,or:14,and:10,xor:8,movzx:2,cmp:2
181	0x9d13f	1	453	0x9d24a	rax	0x10b	453	453	45	+0x6:453	215@0xa4609:256,189@0x9e7af:32,337@0xbec0e:27,347@0xc088d:18,114@0x90319:17	tail@0x9d24a:453	0x9d25a	60	283	0	1	0	0	0xa:3,0x10f:1,0x170:1	0x170:1,0xa:1	+0x0/2:1,+0x2/2:1,+0x4/2:1	dyn/8:1	add:21,mov:14,sub:10,and:5,xor:4,movzx:3,push:1,or:1
182	0x9d24c	0	0	0x9d492	r15	0x246	0	0	0				0x9d4a2	120	598	2	2	0	0	0xa:4,0x23:1,0x10f:1	0x23:2,0x170:1,0xa:1	+0x2/2:1,+0x6/2:1,+0x0/2:1,+0x4/2:1	dyn/8:1	mov:31,add:25,and:16,sub:13,xor:12,or:11,movzx:4,cmp:2
